Headline,Actual Tag,Predicted Tag
Oops Moment : એવોર્ડ્સ નાઇટમાં જાહ્નવી કપૂર સાથે થયું ન થવાનું,Entertainment,Entertainment
જસ્ટિન બિબરની Ex ગર્લફ્રેન્ડે શેર કર્યા બોલ્ડ ફોટોઝ,Entertainment,Entertainment
"મધ્યમવર્ગ માટે ખુશખબર, હવે મકાન લેવું થશે સસ્તુ, GST દરમાં ઘટાડો",Business,Business
બ્રેકઅપ બાદ આ એક્ટ્રેસે બોલ્ડ તસવીરો શેર કરી સોશિયલ મીડિયા પર લગાવી આગ...,Entertainment,Entertainment
"રિપોર્ટર પર ભડક્યો સલમાન, કહ્યું- તને શું લાગ્યું, હું આજીવન જેલમાં રહીશ?",Entertainment,Entertainment
શ્યાઓમી કંપનીએ લોન્ચ કર્યો પ્રથમ ફિંગરપ્રિન્ટ સેન્સર યુક્ત રેડમી નોટ 3,Business,Business
બોલિવૂડ સ્ટાર્સે ખાસ અંદાજમાં ઉજવ્યો ફ્રેન્ડશીપ ડે,Entertainment,Entertainment
Vibrant summit 2019: મારુતિ 2020 સુધીમાં ગુજરાતમાં શરુ કરશે ત્રીજો પ્લાન્ટ,Tech,Tech
"હોંગ કોંગમાં અલગ લૂક અને મસ્તીભર્યા અંદાજમાં નજર આવી યામી, જુઓ છે કોની સાથે!",Entertainment,Business
માલામાલ શેર્સ: આ વર્ષે આ શેર્સમાં મળશે સૌથી વધુ નફો,Business,Business
"કાને નહીં કાંડે શોભશે આ સ્માર્ટફોન, જલ્દી જ થશે લોન્ચ",Tech,Tech
"રસોઈ ગેસ સિલિન્ડર મોંઘો થયો, આ છે LPGની નવી કિંમતો",Business,Business
શ્રીદેવીનાં અસ્થિ વિસર્જન કરતા ધ્રુસ્કે-ધ્રુસ્કે રડી પડ્યો બોની કપૂર,Entertainment,Entertainment
"ઉદય ચોપરાને મળી જીવથી મારી નાખવાની ધમકી, પણ કેમ?",Entertainment,Entertainment
સુપ્રીમ કોર્ટે અનિલ અંબાણીને ગણાવ્યા અવમાનનાના દોષી,Business,Entertainment
વાલ્મીકિ સમાજ પર વાંધાનજક ટિપ્પણી કેસઃ FIR રદ કરવા સલમાનની સુપ્રીમમાં અરજી,Entertainment,Business
RTIમાં ખુલાસોઃ આ દેશોને અડધી કિંમતમાં પેટ્રોલ-ડીઝલ આપે છે ભારત!,Business,Business
બોલિવૂડમાં શાહરુખની દીકરી કંઇક આ રીતે કરી ચૂકી છે ડેબ્યૂ,Entertainment,Entertainment
Leaked: ફિલ્મ 'મણિકર્ણિકા'થી સોનૂ સૂદનો શાનદાર લૂક,Entertainment,Entertainment
"ચૂંટણી વર્ષમાં સૌને પેન્શન આપવાની મોદી સરકારની તૈયારી, બનશે કાયદો",Business,Business
મર્સિડીઝે ભારતમાં લોન્ચ કરી નવી એએસજી સી63એસ,Business,Tech
"વચગાળાનું નહિ, 2019માં 'પૂર્ણ બજેટ' રજુ કરશે મોદી સરકાર",Business,Business
Viral Video: ઉર્વશી રૌતેલાનાં બેલી ડાન્સનાં થઇ રહ્યાં છે વખાણ,Entertainment,Entertainment
"ફાટેલી નોટ બદલવાની સરળ રીત, જાણો - RBIએ જાહેર કરેલા 4 નિયમ",Business,Business
"જ્યારે શાહરૂખે કહ્યું, સલમાનને વગર વાકે જજ કરવામાં આવે છે, સામે આવ્યો જૂનો VIDEO",Entertainment,Entertainment
"તૈમૂર અલી ખાને પહેર્યો આટલો મોંઘો શર્ટ, પિતા સૈફ સાથે આવ્યો નજર",Entertainment,Entertainment
"શંખનાદ થઇ ગયો છે, બુરી નજર વાળાની આંખો જ કાઢી લેવાશે- કંગના રનૌટ",Entertainment,Business
"B'Day Spl: માધુરીના એ 10 ફેમસ ડાન્સ, કે જેને જોઈને તમે પણ નાચવા લાગશો",Entertainment,Entertainment
ફેસબુક ઉપર જાતે જ શરૂ થઇ જતા વીડિયોને આવી રીતે કરો Turn Off,Tech,Tech
રણબીરના રિસેપ્શનમાં ન આવવા પર દીપિકાએ કહ્યું કે...,Entertainment,Entertainment
ગૂગલ જણાવશે કે દર્દી કેટલા દિવસ રહેશે જીવિત,Tech,Tech
"પ્રિતી ઝિંટા છેડછાડ મામલામાં નેસ વાડિયાને મળી રાહત, હાઈકોર્ટે રદ કર્યો કેસ",Entertainment,Business
ગુમનામીનાં અંધારામાં જીવી રહેલા કપિલ શર્માને ઓળખવો છે મુશ્કેલ,Entertainment,Entertainment
25 કિલો વજન ઘટાડવા છતાં આ એક્ટરને થઇ મોટી સમસ્યા,Entertainment,Business
Google Map નથી વાપર્યું? જુઓ રસ્તો શોધવા કેવી ઉપયોગી છે આ એપ,Tech,Tech
"ચીન બાદ હવે ભારતમાં સસ્તા થઇ શકે છે iPhone, Apple ઘટાડી શકે છે ભાવ",Tech,Tech
"સાબરકાંઠા : ટામેટાના ઘટતા ભાવથી ખેડૂતો પરેશાન, ટામેટાની ખેતી પડી મોંઘી",Business,Business
"સેનેટરી નેપકીન, રાખડી પર નહીં લાગે ટેક્સ, ટીવી,ફ્રિઝ અને કુલર પણ સસ્તા",Business,Business
ભારતના નિર્ણયથી પાકિસ્તાનની આ 10 પ્રોડક્ટ્સને જોરદાર ફટકો પડશે,Business,Tech
સ્વીમસૂટમાં લોકપ્રિય ટીવી એકટ્રેસે શેર કર્યા બોલ્ડ ફોટા,Entertainment,Entertainment
"હવે તમે પણ ભૂલ વગર અંગ્રેજી લખી શકશો, ગૂગલના આ ફિચરનો કરો ઉપયોગ",Tech,Tech
"કંગના રનૌત માટે બદલી ગયો છે સોનુ સુદ, મણિકર્ણિકાના સેટ પરથી લીક થઇ તસવીર",Entertainment,Entertainment
સાવધાન : ગુડગાંવમાં મારૂતિ કંપનીમાં રોબોટે લીધો મજુરનો જીવ,Business,Business
"પૈસા વગર શરૂ કરો ઘરેથી આ પાંચ બિઝનેસ, કમાશો 30-40 હજાર મહિને!",Business,Tech
Samsungએ લોન્ચ કર્યો Galaxy Note 9 અને Galaxy વોચ,Tech,Tech
"સેમસંગે ભારતમાં શરૂ કર્યો દુનિયાનું સૌથી મોટું એક્સપીરિયન્સ સેન્ટર, જુઓ તસવીરો",Tech,Tech
